Record number,Origin of data,Subject number,Ethnicity,Gender,Age group,Body location,L,a,b
10083,7,1393,CA,F,,6,63.6072,13.0898,12.8007
10084,7,1393,CA,F,,4,61.4426,14.3454,15.3921
10085,7,1393,CA,F,,8,69.6753,6.7436,17.2412
10086,7,1393,CA,F,,8,66.2892,7.7361,18.0802
10087,7,1394,CA,F,,2,63.9456,13.1440,13.1454
10088,7,1394,CA,F,,2,61.5908,17.1044,13.4721
10089,7,1394,CA,F,,6,63.5406,10.9139,12.0091
10090,7,1394,CA,F,,4,61.2465,16.4702,13.8936
10091,7,1394,CA,F,,8,55.9666,6.6458,15.0764
10092,7,1394,CA,F,,8,63.5742,9.6871,14.4011
10093,7,1395,CA,F,,2,63.7619,12.0372,11.9762
10094,7,1395,CA,F,,2,62.6058,13.9274,11.1659
10095,7,1395,CA,F,,6,64.3025,14.3868,12.4748
10096,7,1395,CA,F,,4,63.6077,15.1315,11.0115
10097,7,1395,CA,F,,8,67.8892,6.6622,14.7926
10098,7,1395,CA,F,,8,68.4660,6.8595,14.4727
10099,7,1396,CA,F,,2,60.1028,17.5382,11.7540
10100,7,1396,CA,F,,2,61.4179,16.0208,13.1872
10101,7,1396,CA,F,,6,64.9184,13.2066,15.3518
10102,7,1396,CA,F,,4,59.6713,19.4420,11.3738
10103,7,1396,CA,F,,8,65.4837,8.3317,12.4903
10104,7,1396,CA,F,,8,62.0871,13.3634,12.7975
10105,7,1397,CA,F,,2,59.5749,14.6215,13.2020
10106,7,1397,CA,F,,2,60.4148,14.3309,11.0849
10107,7,1397,CA,F,,6,58.6403,16.6970,13.8859
10108,7,1397,CA,F,,4,58.9295,19.0227,15.1979
10109,7,1397,CA,F,,8,61.7299,15.1799,15.3649
10110,7,1397,CA,F,,8,62.1470,11.4981,17.4012
10111,7,1398,CA,F,,2,62.9255,12.7435,16.7682
10112,7,1398,CA,F,,2,67.9118,7.9583,14.9477
10113,7,1398,CA,F,,6,64.4229,11.7593,13.0751
10114,7,1398,CA,F,,4,61.6614,15.9418,12.2184
10115,7,1398,CA,F,,8,67.0355,7.3936,15.2006
10116,7,1398,CA,F,,8,67.8329,6.6502,16.1505
10117,7,1399,CA,F,,2,63.1681,14.2607,12.3230
10118,7,1399,CA,F,,2,64.7908,10.9831,12.5460
10119,7,1399,CA,F,,6,61.9019,9.6551,11.5076
10120,7,1399,CA,F,,4,65.0301,13.0834,15.0486
10121,7,1399,CA,F,,8,56.4724,5.9685,18.4825
10122,7,1399,CA,F,,8,67.4840,7.4378,17.7949
10123,7,1400,CA,F,,2,60.2325,13.9713,15.0933
10124,7,1400,CA,F,,2,59.0908,14.5645,14.2764
10125,7,1400,CA,F,,6,64.4802,11.4871,14.5976
10126,7,1400,CA,F,,4,60.5268,18.5678,14.9880
10127,7,1400,CA,F,,8,68.4575,5.0054,14.4394
10128,7,1400,CA,F,,8,66.6696,5.8762,15.5626
10129,7,1401,CA,F,,2,64.1233,13.4521,13.7398
10130,7,1401,CA,F,,2,61.1642,16.6703,10.4992
10131,7,1401,CA,F,,6,61.9577,13.9640,14.5899
10132,7,1401,CA,F,,4,61.6323,16.2590,11.0425
10133,7,1401,CA,F,,8,65.4733,10.3912,17.3032
10134,7,1401,CA,F,,8,61.4063,13.0678,13.4009
10135,7,1402,CA,F,,2,60.2662,14.1417,12.6507
10136,7,1402,CA,F,,2,61.8425,15.4188,12.7130
10137,7,1402,CA,F,,6,63.7361,13.8982,14.0345
10138,7,1402,CA,F,,4,58.9550,17.3308,11.5166
10139,7,1402,CA,F,,8,64.1948,9.2527,19.0264
10140,7,1402,CA,F,,8,64.9005,9.2000,17.4188
10141,7,1403,CA,F,,2,63.2770,12.1741,12.4555
10142,7,1403,CA,F,,2,61.5108,13.3963,14.8334
10143,7,1403,CA,F,,6,62.9632,14.2396,11.0166
10144,7,1403,CA,F,,4,63.6430,16.1354,13.1110
10145,7,1403,CA,F,,8,71.8054,3.7999,13.8093
10146,7,1403,CA,F,,8,69.2292,7.5060,14.3933
10147,7,1404,CA,F,,2,63.2522,13.3448,11.5597
10148,7,1404,CA,F,,2,62.9876,14.2113,11.6009
10149,7,1404,CA,F,,6,62.2576,15.0010,11.6900
10150,7,1404,CA,F,,4,61.7280,15.7559,13.4411
10151,7,1404,CA,F,,8,59.7260,5.6495,14.6570
10152,7,1404,CA,F,,8,67.4504,5.4915,16.2546
10153,7,1405,CA,F,,2,65.1076,10.7171,12.2392
10154,7,1405,CA,F,,2,64.3620,11.2558,13.3178
10155,7,1405,CA,F,,6,68.5203,7.0187,13.2126
10156,7,1405,CA,F,,4,63.7026,13.5654,16.0314
10157,7,1405,CA,F,,8,60.8997,7.5276,16.5149
10158,7,1405,CA,F,,8,64.5379,10.1763,17.6252
10159,7,1406,CA,F,,2,64.8627,10.9739,13.5221
10160,7,1406,CA,F,,2,65.8419,10.5409,12.8175
10161,7,1406,CA,F,,6,63.8073,13.5780,13.3116
10162,7,1406,CA,F,,4,63.7255,14.0271,12.0801
10163,7,1406,CA,F,,8,71.6656,5.7161,14.1125
10164,7,1406,CA,F,,8,70.2304,7.0107,14.4234
10165,7,1407,CA,F,,2,59.8576,13.0648,17.9292
10166,7,1407,CA,F,,2,60.4100,13.5322,14.6992
10167,7,1407,CA,F,,6,60.4836,15.8759,14.0088
10168,7,1407,CA,F,,4,57.6485,20.0744,11.7718
10169,7,1407,CA,F,,8,60.1862,10.2224,16.9269
10170,7,1407,CA,F,,8,65.7393,8.7851,16.4886
10171,7,1408,CA,F,,2,65.9959,10.6849,12.1593
10172,7,1408,CA,F,,2,61.8560,15.6940,11.1554
10173,7,1408,CA,F,,6,63.6558,12.4563,12.9997
10174,7,1408,CA,F,,4,65.7355,12.7149,12.4462
10175,7,1408,CA,F,,8,66.8222,7.3910,17.8210
10176,7,1408,CA,F,,8,65.5016,9.6575,17.5092
10177,7,1409,CA,F,,2,67.9060,9.7419,12.8143
10178,7,1409,CA,F,,2,65.5669,12.2990,11.1026
10179,7,1409,CA,F,,6,67.9472,9.8627,14.9446
10180,7,1409,CA,F,,4,66.8040,11.1836,14.9372
10181,7,1409,CA,F,,8,70.3750,5.1010,16.8853
10182,7,1409,CA,F,,8,70.8438,5.4447,15.4055
10183,7,1410,CA,F,,2,59.3243,15.7695,14.6025
10184,7,1410,CA,F,,2,60.5490,14.6685,13.3961
10185,7,1410,CA,F,,6,61.3747,14.6041,14.6737
10186,7,1410,CA,F,,4,56.8138,21.6542,11.6324
10187,7,1410,CA,F,,8,63.5219,9.4404,13.6353
10188,7,1410,CA,F,,8,64.5549,10.2055,13.3494
10189,7,1411,CA,F,,2,63.6864,15.8504,9.5055
10190,7,1411,CA,F,,2,62.4110,16.4161,10.8944
10191,7,1411,CA,F,,6,66.1483,13.7848,13.9880
10192,7,1411,CA,F,,4,63.2187,16.8051,12.4864
10193,7,1411,CA,F,,8,73.3005,4.3555,12.2048
10194,7,1411,CA,F,,8,72.1747,5.2598,10.9464
10195,7,1412,CA,F,,2,63.1493,11.4223,15.2903
10196,7,1412,CA,F,,2,60.8439,14.1475,15.4339
10197,7,1412,CA,F,,6,60.8800,14.1601,14.7361
10198,7,1412,CA,F,,4,58.7890,16.2706,21.4707
10199,7,1412,CA,F,,8,60.9458,11.1817,19.4098
10200,7,1412,CA,F,,8,59.6826,11.0121,22.2992
10201,7,1413,CA,F,,2,58.5358,14.1055,14.0434
10202,7,1413,CA,F,,2,57.5856,14.4894,15.0307
10203,7,1413,CA,F,,6,67.4260,8.1079,15.2456
10204,7,1413,CA,F,,4,57.3221,15.7661,15.8688
10205,7,1413,CA,F,,8,63.8187,9.1669,15.8797
10206,7,1413,CA,F,,8,66.0494,6.6520,16.6394
10207,7,1414,CA,F,,2,58.4141,17.1924,11.6185
10208,7,1414,CA,F,,2,58.7957,16.5031,13.0701
10209,7,1414,CA,F,,6,57.4467,18.2231,14.6209
10210,7,1414,CA,F,,4,59.0775,16.8603,14.0763
10211,7,1414,CA,F,,8,64.4104,8.5195,18.1557
10212,7,1414,CA,F,,8,66.6833,8.4328,17.1613
10213,7,1415,CA,F,,2,62.2080,15.4159,10.6023
10214,7,1415,CA,F,,2,60.4699,16.9507,10.3050
10215,7,1415,CA,F,,6,64.0469,12.6687,12.9018
10216,7,1415,CA,F,,4,63.0799,14.6838,12.8093
10217,7,1415,CA,F,,8,66.3860,8.2899,13.1821
10218,7,1415,CA,F,,8,67.7525,6.0440,11.6984
10219,7,1416,CA,F,,2,59.9251,13.2417,15.0496
10220,7,1416,CA,F,,2,61.1208,15.5199,10.4602
10221,7,1416,CA,F,,6,62.1060,13.1766,11.2057
10222,7,1416,CA,F,,4,60.4757,16.1082,11.7942
10223,7,1416,CA,F,,8,69.4848,7.3796,13.1155
10224,7,1416,CA,F,,8,64.1607,10.8665,13.2021
10225,7,1417,CA,F,,2,60.7764,14.4573,13.5650
10226,7,1417,CA,F,,2,60.6077,14.9709,15.7851
10227,7,1417,CA,F,,6,62.1561,12.9689,14.6496
10228,7,1417,CA,F,,4,57.4453,19.3111,13.7743
10229,7,1417,CA,F,,8,57.6757,7.1137,14.3590
10230,7,1417,CA,F,,8,64.8536,8.4088,16.7011
10231,7,1418,CA,F,,2,67.0187,9.9304,13.3066
10232,7,1418,CA,F,,2,64.6571,13.5401,10.0805
10233,7,1418,CA,F,,6,65.2969,11.9448,12.3017
10234,7,1418,CA,F,,4,63.3165,15.4742,10.6745
10235,7,1418,CA,F,,8,70.0396,3.8343,10.2118
10236,7,1418,CA,F,,8,70.3073,6.0310,11.7468
10237,7,1419,CA,F,,2,61.6501,10.5676,18.0642
10238,7,1419,CA,F,,2,56.4312,14.4332,16.4776
10239,7,1419,CA,F,,6,62.0403,12.3934,17.3847
10240,7,1419,CA,F,,4,59.0007,16.5125,17.4430
10241,7,1419,CA,F,,8,64.5520,8.6222,19.2256
10242,7,1419,CA,F,,8,62.7487,7.7894,20.1440
10243,7,1420,CA,F,,2,61.7629,14.7445,12.1414
10244,7,1420,CA,F,,2,61.7762,15.6518,12.4964
10245,7,1420,CA,F,,6,63.0689,15.4210,12.8273
10246,7,1420,CA,F,,4,63.3071,14.4565,12.7002
10247,7,1420,CA,F,,8,65.2546,7.4583,16.1205
10248,7,1420,CA,F,,8,65.7710,7.9734,16.5149
10249,7,1421,CA,F,,2,64.7266,10.8873,14.4203
10250,7,1421,CA,F,,2,63.4686,11.8539,13.7361
10251,7,1421,CA,F,,6,67.6574,9.9710,12.6195
10252,7,1421,CA,F,,4,63.6139,11.8116,13.6912
10253,7,1421,CA,F,,8,64.8740,9.0090,17.3279
10254,7,1421,CA,F,,8,68.4174,6.7528,14.3898
10255,7,1422,CA,F,,2,65.0237,13.8982,13.4421
10256,7,1422,CA,F,,2,65.7182,11.7490,12.9817
10257,7,1422,CA,F,,6,63.6403,12.8967,16.9979
10258,7,1422,CA,F,,4,61.2530,17.0104,13.6068
10259,7,1422,CA,F,,8,68.7641,5.5820,15.8953
10260,7,1422,CA,F,,8,67.5016,9.3745,15.1710
10261,7,1423,CA,F,,2,61.1650,13.3624,16.0487
10262,7,1423,CA,F,,2,62.4300,12.0734,15.6608
10263,7,1423,CA,F,,6,62.7356,12.3934,15.7769
10264,7,1423,CA,F,,4,58.8694,17.0169,15.5398
10265,7,1423,CA,F,,8,62.0161,9.5420,18.3489
10266,7,1423,CA,F,,8,59.7704,10.1138,19.1833
10267,7,1424,CA,F,,2,59.9709,14.8215,14.1189
10268,7,1424,CA,F,,2,59.2566,14.9254,14.0705
10269,7,1424,CA,F,,6,61.6502,13.6954,16.6026
10270,7,1424,CA,F,,4,56.5313,17.6766,14.1614
10271,7,1424,CA,F,,8,64.2652,10.7800,14.3416
10272,7,1424,CA,F,,8,62.6355,10.9863,16.7884
10273,7,1425,CA,F,,2,60.9846,15.0994,11.6203
10274,7,1425,CA,F,,2,62.2190,14.5432,11.9150
10275,7,1425,CA,F,,6,57.1602,11.7657,12.2351
10276,7,1425,CA,F,,4,62.4636,14.9649,13.7718
10277,7,1425,CA,F,,8,49.7316,8.9921,14.7760
10278,7,1425,CA,F,,8,61.6230,7.4747,13.8441
10279,7,1426,CA,F,,2,66.9257,11.3797,10.9219
10280,7,1426,CA,F,,2,66.4106,12.1654,11.9754
10281,7,1426,CA,F,,6,67.3161,9.2681,13.3778
10282,7,1426,CA,F,,4,67.0297,12.0362,11.7995
10283,7,1426,CA,F,,8,67.7211,6.9563,13.0521
10284,7,1426,CA,F,,8,67.0136,11.4263,12.4606
10285,7,1427,CA,F,,2,59.3692,14.5079,13.0532
10286,7,1427,CA,F,,2,59.8749,14.5567,12.3742
10287,7,1427,CA,F,,6,61.9416,12.8425,14.0166
10288,7,1427,CA,F,,4,55.2201,19.0366,15.8742
10289,7,1427,CA,F,,8,63.6203,6.2077,18.2883
10290,7,1427,CA,F,,8,63.9361,7.7154,17.5088
10291,7,1428,CA,F,,2,59.4030,11.5122,18.9765
10292,7,1428,CA,F,,2,57.4522,12.6355,18.2287
10293,7,1428,CA,F,,6,59.2708,11.5076,19.9984
10294,7,1428,CA,F,,4,57.0906,17.8732,16.8613
10295,7,1428,CA,F,,8,44.4206,9.8448,18.0479
10296,7,1428,CA,F,,8,57.6179,12.2486,21.1420
10297,7,1429,CA,F,,2,63.0433,11.5289,15.9603
10298,7,1429,CA,F,,2,63.7656,10.8890,15.1992
10299,7,1429,CA,F,,6,63.3026,11.2904,15.8444
10300,7,1429,CA,F,,4,62.8979,13.1637,16.8367
10301,7,1429,CA,F,,8,60.0083,7.8781,18.3122
10302,7,1429,CA,F,,8,64.0136,9.2870,19.8507
10303,7,1430,CA,F,,2,57.2378,19.1832,10.8303
10304,7,1430,CA,F,,2,60.4073,16.3603,15.2323
10305,7,1430,CA,F,,6,59.7777,17.4996,12.9573
10306,7,1430,CA,F,,4,58.5432,19.5985,12.3941
10307,7,1430,CA,F,,8,66.3519,7.8110,14.8229
10308,7,1430,CA,F,,8,63.4513,13.0596,14.5367
10309,7,1431,CA,F,,2,60.1444,16.0327,11.5744
10310,7,1431,CA,F,,2,61.0366,14.5101,18.2033
10311,7,1431,CA,F,,6,62.5769,14.2468,15.3846
10312,7,1431,CA,F,,4,63.4040,13.4714,18.9039
10313,7,1431,CA,F,,8,65.1946,8.2132,19.3404
10314,7,1431,CA,F,,8,63.9520,9.7387,21.9736
10315,7,1432,CA,F,,2,56.8045,20.3469,13.9015
10316,7,1432,CA,F,,2,59.6516,15.1611,14.2764
10317,7,1432,CA,F,,6,62.2158,12.7876,16.1658
10318,7,1432,CA,F,,4,55.9851,17.8054,14.8427
10319,7,1432,CA,F,,8,64.2696,10.0089,18.4305
10320,7,1432,CA,F,,8,63.3246,10.1628,18.7337
10321,7,1433,CA,F,,2,61.8876,13.1716,15.3847
10322,7,1433,CA,F,,2,61.8317,12.8351,13.9737
10323,7,1433,CA,F,,6,61.2975,11.2171,14.8149
10324,7,1433,CA,F,,4,54.5599,18.8361,11.3104
10325,7,1433,CA,F,,8,69.7188,7.8102,14.1664
10326,7,1433,CA,F,,8,66.4244,11.1009,14.1451
10327,7,1434,CA,F,,2,66.9281,11.5925,12.1278
10328,7,1434,CA,F,,2,67.7759,9.7861,12.5955
10329,7,1434,CA,F,,6,66.8443,7.4156,15.0537
10330,7,1434,CA,F,,4,65.7232,11.4205,13.7345
10331,7,1434,CA,F,,8,67.0731,5.1879,16.5338
10332,7,1434,CA,F,,8,67.9792,4.8381,16.5664
10333,7,1435,CA,F,,2,62.4131,11.7642,16.6903
10334,7,1435,CA,F,,2,61.4636,13.4572,16.4025
10335,7,1435,CA,F,,6,60.5968,17.7689,14.0276
10336,7,1435,CA,F,,4,56.7933,21.1536,14.7310
10337,7,1435,CA,F,,8,66.4338,6.6362,20.8982
10338,7,1435,CA,F,,8,64.8661,8.3606,20.7285
10339,7,1436,CA,F,,2,62.9383,11.8146,14.6005
10340,7,1436,CA,F,,2,61.2417,13.6146,14.8377
10341,7,1436,CA,F,,6,61.4500,13.5153,15.7166
10342,7,1436,CA,F,,4,59.6320,15.4708,14.6225
10343,7,1436,CA,F,,8,66.3013,6.9116,16.9768
10344,7,1436,CA,F,,8,65.7149,7.0658,17.3405
10345,7,1437,CA,F,,2,68.1636,10.1513,8.1036
10346,7,1437,CA,F,,2,65.3613,12.9340,8.6599
10347,7,1437,CA,F,,6,69.1356,9.0918,9.7728
10348,7,1437,CA,F,,4,60.1392,18.9424,9.5124
10349,7,1437,CA,F,,8,71.8855,3.9742,10.5287
10350,7,1437,CA,F,,8,69.3258,6.4253,9.6669
10351,7,1438,CA,F,,2,58.4933,16.6520,11.9749
10352,7,1438,CA,F,,2,59.4739,15.5169,12.3283
10353,7,1438,CA,F,,6,63.1807,13.8054,14.9068
10354,7,1438,CA,F,,4,59.8562,17.4515,13.6933
10355,7,1438,CA,F,,8,60.4401,7.3771,14.6315
10356,7,1438,CA,F,,8,62.3385,9.3123,15.0336
10357,7,1439,CA,F,,2,61.9078,13.6087,13.0413
10358,7,1439,CA,F,,2,65.1051,12.3026,12.9944
10359,7,1439,CA,F,,6,63.9195,9.7936,14.9864
10360,7,1439,CA,F,,4,62.0491,16.1668,12.3826
10361,7,1439,CA,F,,8,65.3717,8.5116,16.0166
10362,7,1439,CA,F,,8,61.7453,10.7359,16.2160
10363,7,1440,CA,F,,2,66.0951,10.1659,13.8993
10364,7,1440,CA,F,,2,66.9961,8.7494,14.9655
10365,7,1440,CA,F,,6,64.2300,9.8146,17.4424
10366,7,1440,CA,F,,4,64.9271,12.3373,16.3022
10367,7,1440,CA,F,,8,63.0857,9.2549,20.4138
10368,7,1440,CA,F,,8,63.9091,6.9139,17.5366
10369,7,1441,CA,F,,2,66.6184,10.7456,12.5198
10370,7,1441,CA,F,,2,66.0890,10.4449,13.1376
10371,7,1441,CA,F,,6,67.3372,8.3691,13.8425
10372,7,1441,CA,F,,4,66.8223,11.9389,13.0549
10373,7,1441,CA,F,,8,66.5615,4.8955,14.7883
10374,7,1441,CA,F,,8,67.1356,5.4376,12.3054
10375,7,1442,CA,F,,2,64.9673,11.3613,13.4718
10376,7,1442,CA,F,,2,66.5225,9.8435,14.6105
10377,7,1442,CA,F,,6,68.7930,9.1928,13.2956
10378,7,1442,CA,F,,4,68.5577,9.4684,13.0177
10379,7,1442,CA,F,,8,68.0379,3.7555,13.5790
10380,7,1442,CA,F,,8,70.1423,6.1584,13.7788
10381,7,1443,CA,F,,2,58.1945,16.2250,12.1131
10382,7,1443,CA,F,,2,56.9197,17.6786,12.1325
10383,7,1443,CA,F,,6,58.0094,15.8792,14.7249
10384,7,1443,CA,F,,4,53.9657,22.1292,13.3207
10385,7,1443,CA,F,,8,58.2532,11.8739,14.2385
10386,7,1443,CA,F,,8,52.4212,13.0426,13.2317
10387,7,1444,CA,F,,2,62.2697,13.7550,16.1132
10388,7,1444,CA,F,,2,61.7328,14.9849,14.7205
10389,7,1444,CA,F,,6,63.0628,14.5624,15.3526
10390,7,1444,CA,F,,4,64.0356,13.2946,16.1165
10391,7,1444,CA,F,,8,67.0427,7.7596,13.2979
10392,7,1444,CA,F,,8,67.7088,7.6063,13.3811
10393,7,1445,CA,F,,2,64.1276,12.1212,11.2244
10394,7,1445,CA,F,,2,61.7098,14.9362,11.3470
10395,7,1445,CA,F,,6,65.9859,9.9297,15.7663
10396,7,1445,CA,F,,4,58.4688,17.3359,11.0043
10397,7,1445,CA,F,,8,62.6821,8.5455,12.9375
10398,7,1445,CA,F,,8,63.9843,9.0165,13.3796
10399,7,1446,CA,F,,2,59.6567,13.8838,15.1735
10400,7,1446,CA,F,,2,60.3760,12.4650,14.9779
10401,7,1446,CA,F,,6,62.1506,11.7218,14.6166
10402,7,1446,CA,F,,4,61.7288,13.9165,15.3066
10403,7,1446,CA,F,,8,63.9496,7.7203,15.6666
10404,7,1446,CA,F,,8,59.4195,10.9213,15.6976
10405,7,1447,CA,F,,2,61.6588,13.4098,13.6845
10406,7,1447,CA,F,,2,64.5099,9.9146,15.1096
10407,7,1447,CA,F,,6,60.2515,16.3596,15.7460
10408,7,1447,CA,F,,4,59.7819,16.5965,14.7883
10409,7,1447,CA,F,,8,64.6071,8.2493,18.4795
10410,7,1447,CA,F,,8,62.8156,8.3798,16.4906
10411,7,1448,CA,F,,2,60.5099,14.2704,15.0806
10412,7,1448,CA,F,,2,60.2501,14.7410,15.3692
10413,7,1448,CA,F,,6,65.5734,10.1843,15.9393
10414,7,1448,CA,F,,4,61.5231,14.7468,15.7647
10415,7,1448,CA,F,,8,66.1573,6.1475,15.8999
10416,7,1448,CA,F,,8,65.1288,8.0529,17.4956
10417,7,1449,CA,F,,2,63.3997,11.4980,15.2344
10418,7,1449,CA,F,,2,64.3566,8.6852,15.9986
10419,7,1449,CA,F,,6,63.3493,11.7499,15.3312
10420,7,1449,CA,F,,4,60.2188,15.9479,14.4295
10421,7,1449,CA,F,,8,64.9871,7.7776,18.4635
10422,7,1449,CA,F,,8,64.5991,8.7950,19.6964
10423,7,1450,CA,F,,2,61.4708,13.5946,15.4477
10424,7,1450,CA,F,,2,59.7620,14.8856,15.3221
10425,7,1450,CA,F,,6,63.0896,11.8978,17.9211
10426,7,1450,CA,F,,4,61.8867,12.6592,16.4588
10427,7,1450,CA,F,,8,63.2302,7.7961,17.8431
10428,7,1450,CA,F,,8,61.6859,9.1979,18.1093
10429,7,1451,CA,F,,2,66.8063,11.7628,11.5907
10430,7,1451,CA,F,,2,68.7431,9.4059,11.5812
10431,7,1451,CA,F,,6,68.1712,10.8717,13.8206
10432,7,1451,CA,F,,4,69.3459,9.9462,12.8049
10433,7,1451,CA,F,,8,66.5375,4.3533,10.8510
10434,7,1451,CA,F,,8,69.9860,5.9386,11.0709
10435,7,1452,CA,F,,2,59.6890,14.6744,11.9838
10436,7,1452,CA,F,,2,62.9062,10.3399,12.2035
10437,7,1452,CA,F,,6,63.2072,11.0192,14.1275
10438,7,1452,CA,F,,4,58.2619,18.0444,14.4380
10439,7,1452,CA,F,,8,66.1053,7.0081,14.8052
10440,7,1452,CA,F,,8,66.8815,6.7595,11.7180
10441,7,1453,CA,F,,2,63.0692,12.7241,10.6336
10442,7,1453,CA,F,,2,61.4656,13.7602,14.9547
10443,7,1453,CA,F,,6,65.1177,9.8029,14.3759
10444,7,1453,CA,F,,4,60.7603,15.7162,12.4361
10445,7,1453,CA,F,,8,66.3927,6.3514,15.9323
10446,7,1453,CA,F,,8,65.1424,8.3502,18.1337
10447,7,1454,CA,F,,2,61.9663,11.6419,14.3897
10448,7,1454,CA,F,,2,60.4835,10.9852,16.1536
10449,7,1454,CA,F,,6,63.9480,11.2260,16.2287
10450,7,1454,CA,F,,4,58.1545,16.9008,16.2510
10451,7,1454,CA,F,,8,68.1561,6.1614,17.5800
10452,7,1454,CA,F,,8,66.7966,6.4435,18.4895
10453,7,1455,CA,F,,2,63.3321,14.7582,12.2498
10454,7,1455,CA,F,,2,64.4414,13.7558,11.2199
10455,7,1455,CA,F,,6,61.8162,11.1574,11.7354
10456,7,1455,CA,F,,4,63.9412,14.1043,12.3677
10457,7,1455,CA,F,,8,68.0466,8.4518,12.2276
10458,7,1455,CA,F,,8,67.3348,8.1565,12.8987
10459,7,1456,CA,F,,2,63.2377,12.9481,14.3608
10460,7,1456,CA,F,,2,65.6502,11.5641,13.0481
10461,7,1456,CA,F,,6,65.1355,11.9430,14.5619
10462,7,1456,CA,F,,4,62.5330,16.3638,12.3145
10463,7,1456,CA,F,,8,69.9144,4.9751,11.6919
10464,7,1456,CA,F,,8,68.1880,8.2803,13.0112
10465,7,1457,CA,F,,2,60.3156,16.7794,11.6480
10466,7,1457,CA,F,,2,58.7092,18.4492,11.2274
10467,7,1457,CA,F,,6,61.3072,15.9059,15.8233
10468,7,1457,CA,F,,4,57.9075,20.5443,13.8065
10469,7,1457,CA,F,,8,65.3578,11.0910,14.8404
10470,7,1457,CA,F,,8,64.2413,10.4396,14.8313
10471,7,1458,CA,F,,2,57.8716,15.8735,13.5201
10472,7,1458,CA,F,,2,61.0171,12.3333,13.3583
10473,7,1458,CA,F,,6,63.8696,10.3847,13.0723
10474,7,1458,CA,F,,4,62.6041,14.7243,13.0168
10475,7,1458,CA,F,,8,67.0210,5.6834,15.4271
10476,7,1458,CA,F,,8,66.1539,7.2639,16.1522
10477,7,1459,CA,F,,2,57.5620,16.8586,15.5946
10478,7,1459,CA,F,,2,59.8857,13.5407,14.6373
10479,7,1459,CA,F,,6,61.6128,12.5609,14.5486
10480,7,1459,CA,F,,4,59.3940,17.1060,13.5421
10481,7,1459,CA,F,,8,63.5909,10.7200,15.8940
10482,7,1459,CA,F,,8,60.6839,11.7788,16.1564
10483,7,1460,CA,F,,2,61.7495,13.5078,12.0112
10484,7,1460,CA,F,,2,64.3144,11.9360,12.7411
10485,7,1460,CA,F,,6,66.7696,9.7860,13.2637
10486,7,1460,CA,F,,4,65.1413,12.8656,14.3556
10487,7,1460,CA,F,,8,69.0155,7.3178,13.9683
10488,7,1460,CA,F,,8,68.1260,7.9935,17.2544
10489,7,1461,CA,F,,2,63.6260,12.3741,19.2443
10490,7,1461,CA,F,,2,64.9341,10.8745,13.2615
10491,7,1461,CA,F,,6,65.3406,9.6685,14.7824
10492,7,1461,CA,F,,4,58.2095,19.8402,13.2614
10493,7,1461,CA,F,,8,70.0183,3.5303,11.1344
10494,7,1461,CA,F,,8,70.6260,4.2790,11.8397
10495,7,1462,CA,F,,2,60.7608,11.3188,17.6568
10496,7,1462,CA,F,,2,59.9965,14.4969,15.5985
10497,7,1462,CA,F,,6,67.3263,7.9505,15.4717
10498,7,1462,CA,F,,4,63.5228,11.6095,15.1366
10499,7,1462,CA,F,,8,61.6203,6.2912,16.9388
10500,7,1462,CA,F,,8,67.1499,5.5296,17.5688
10501,7,1463,CA,F,,2,66.5272,12.4163,12.3800
10502,7,1463,CA,F,,2,65.6298,12.9269,12.0232
10503,7,1463,CA,F,,6,66.0017,11.2068,13.1802
10504,7,1463,CA,F,,4,67.5493,11.5251,13.5489
10505,7,1463,CA,F,,8,69.0081,6.2562,13.6191
10506,7,1463,CA,F,,8,66.6611,7.6287,14.4353
10507,7,1464,CA,F,,2,60.5378,16.1977,12.6445
10508,7,1464,CA,F,,2,63.8164,12.1937,13.7929
10509,7,1464,CA,F,,6,65.6586,10.4245,15.3178
10510,7,1464,CA,F,,4,61.0932,14.9396,14.0124
10511,7,1464,CA,F,,8,62.3165,7.9048,17.3487
10512,7,1464,CA,F,,8,62.6247,9.9059,16.9926
10513,7,1465,CA,F,,2,63.0831,13.1007,15.5298
10514,7,1465,CA,F,,2,63.1777,13.9314,15.0011
10515,7,1465,CA,F,,6,66.1635,10.9803,14.8503
10516,7,1465,CA,F,,4,60.8506,15.7679,14.2150
10517,7,1465,CA,F,,8,66.6540,8.9917,15.5345
10518,7,1465,CA,F,,8,67.5717,9.3119,17.0806
10519,7,1466,CA,F,,2,59.1028,16.7416,13.8930
10520,7,1466,CA,F,,2,56.7949,16.3081,15.2149
10521,7,1466,CA,F,,6,61.0714,13.5876,15.5498
10522,7,1466,CA,F,,4,57.9454,17.8262,13.2613
10523,7,1466,CA,F,,8,65.4332,8.4914,17.4588
10524,7,1466,CA,F,,8,61.7543,11.7165,18.5322
10525,7,1467,CA,F,,2,59.0856,13.1014,12.7559
10526,7,1467,CA,F,,2,60.6062,14.1763,10.7581
10527,7,1467,CA,F,,6,63.3581,11.2105,11.7445
10528,7,1467,CA,F,,4,58.8505,17.6349,13.3699
10529,7,1467,CA,F,,8,68.5812,4.9013,13.0458
10530,7,1467,CA,F,,8,67.5880,6.0475,12.6682
10531,7,1468,CA,F,,2,57.9691,17.5867,9.7447
10532,7,1468,CA,F,,2,59.1801,14.8432,11.7906
