Record number,Origin of data,Subject number,Ethnicity,Gender,Age group,Body location,L,a,b
9644,5,1322,SA,M,3,4,48.0392,11.5849,14.3623
9645,5,1323,SA,M,2,6,52.1751,11.9962,19.9987
9646,5,1323,SA,M,2,3,49.8718,14.2814,15.3688
9647,5,1323,SA,M,2,2,51.2402,8.5471,18.3647
9648,5,1323,SA,M,2,8,48.7484,12.2081,20.4946
9649,5,1323,SA,M,2,1,50.8508,10.4095,18.7005
9650,5,1323,SA,M,2,9,58.6162,12.2708,19.3170
9651,5,1323,SA,M,2,7,55.9522,9.5431,19.0081
9652,5,1323,SA,M,2,12,54.2404,16.5703,13.7014
9653,5,1323,SA,M,2,10,50.3395,9.8156,19.4292
9654,5,1323,SA,M,2,4,50.1125,9.4366,14.8503
9655,5,1324,SA,M,1,6,45.2814,8.8280,18.5456
9656,5,1324,SA,M,1,3,48.0882,10.1464,18.2146
9657,5,1324,SA,M,1,2,51.2016,8.2101,19.2160
9658,5,1324,SA,M,1,8,46.1532,9.7139,19.9130
9659,5,1324,SA,M,1,1,45.5771,11.0471,17.0065
9660,5,1324,SA,M,1,9,54.0918,11.6993,18.1815
9661,5,1324,SA,M,1,7,50.0421,9.3309,16.9714
9662,5,1324,SA,M,1,12,56.4189,10.6400,14.0680
9663,5,1324,SA,M,1,10,45.9097,9.2690,17.9304
9664,5,1324,SA,M,1,4,46.8559,8.2151,17.6902
9665,5,1325,SA,F,4,6,51.9455,10.6268,18.4918
9666,5,1325,SA,F,4,3,51.8853,10.4347,17.8214
9667,5,1325,SA,F,4,2,53.0522,8.5601,19.0455
9668,5,1325,SA,F,4,8,51.7133,7.8697,20.6008
9669,5,1325,SA,F,4,1,49.9014,8.9649,18.8694
9670,5,1325,SA,F,4,9,55.1051,10.4805,16.8913
9671,5,1325,SA,F,4,7,48.9456,7.5894,17.5256
9672,5,1325,SA,F,4,12,46.4163,12.6336,12.1718
9673,5,1325,SA,F,4,10,47.6022,9.0450,18.4902
9674,5,1325,SA,F,4,4,55.2214,12.7968,18.3584
9675,5,1326,SA,F,3,6,49.6231,14.0575,17.4850
9676,5,1326,SA,F,3,3,45.8597,10.4843,16.2689
9677,5,1326,SA,F,3,2,52.9620,10.0507,19.2583
9678,5,1326,SA,F,3,8,49.4205,10.4026,20.2142
9679,5,1326,SA,F,3,1,39.4450,11.3777,16.5097
9680,5,1326,SA,F,3,9,58.3126,10.3995,17.8117
9681,5,1326,SA,F,3,7,47.7404,10.4872,19.4867
9682,5,1326,SA,F,3,12,57.7645,10.8184,17.6357
9683,5,1326,SA,F,3,10,38.1137,9.7764,15.9280
9684,5,1326,SA,F,3,4,52.0817,12.8277,15.7083
9685,5,1328,SA,F,1,6,56.6139,9.8236,14.9721
9686,5,1328,SA,F,1,3,60.3247,10.3875,14.4665
9687,5,1328,SA,F,1,2,61.7928,9.1188,15.1017
9688,5,1328,SA,F,1,8,55.6792,8.5587,18.8322
9689,5,1328,SA,F,1,1,58.2455,9.0845,15.8782
9690,5,1328,SA,F,1,9,61.9450,7.9290,13.3878
9691,5,1328,SA,F,1,7,58.5826,10.5628,11.1512
9692,5,1328,SA,F,1,12,54.8779,12.0486,11.4171
9693,5,1328,SA,F,1,10,57.7701,8.2830,18.0473
9694,5,1328,SA,F,1,4,60.3201,13.2654,15.6434
9695,5,1329,SA,M,2,6,39.4152,10.3309,14.3401
9696,5,1329,SA,M,2,3,50.4448,11.7954,18.3333
9697,5,1329,SA,M,2,2,46.7623,9.7711,16.0291
9698,5,1329,SA,M,2,8,42.5722,9.6978,15.7922
9699,5,1329,SA,M,2,1,46.9167,10.8085,18.3459
9700,5,1329,SA,M,2,9,47.6473,14.7417,15.5750
9701,5,1329,SA,M,2,7,53.8075,8.6773,17.4821
9702,5,1329,SA,M,2,12,55.8821,15.9061,14.5792
9703,5,1329,SA,M,2,10,48.9214,9.1486,17.4847
9704,5,1329,SA,M,2,4,42.3354,9.4037,12.6978
9705,5,1330,SA,M,3,6,43.4190,12.4310,19.1201
9706,5,1330,SA,M,3,3,43.6979,13.2399,18.1842
9707,5,1330,SA,M,3,2,45.3316,10.7799,18.5115
9708,5,1330,SA,M,3,8,44.6742,12.6620,19.3770
9709,5,1330,SA,M,3,1,43.0376,10.5065,18.4300
9710,5,1330,SA,M,3,9,48.9132,13.5506,18.2235
9711,5,1330,SA,M,3,7,53.4720,9.0161,16.3253
9712,5,1330,SA,M,3,12,51.0067,17.3932,15.4205
9713,5,1330,SA,M,3,10,46.9891,9.0261,18.4370
9714,5,1330,SA,M,3,4,43.1020,9.5316,14.8512
9715,5,1331,SA,F,3,6,49.6163,13.3576,18.0711
9716,5,1331,SA,F,3,3,53.8826,10.3933,17.5264
9717,5,1331,SA,F,3,2,52.0847,10.0548,18.9520
9718,5,1331,SA,F,3,8,56.7032,6.7100,19.9296
9719,5,1331,SA,F,3,1,53.9727,9.2442,20.1633
9720,5,1331,SA,F,3,9,58.7565,9.5224,16.5237
9721,5,1331,SA,F,3,7,59.3152,5.6076,17.3315
9722,5,1331,SA,F,3,12,51.2072,15.3825,15.5652
9723,5,1331,SA,F,3,10,56.5286,6.9560,18.5183
9724,5,1331,SA,F,3,4,52.8356,13.8471,18.4672
9725,5,1332,SA,F,3,6,59.3351,8.4176,18.3450
9726,5,1332,SA,F,3,3,59.0681,8.5588,16.6422
9727,5,1332,SA,F,3,2,60.6228,5.5055,16.9354
9728,5,1332,SA,F,3,8,56.8192,4.7400,18.4762
9729,5,1332,SA,F,3,1,57.9832,7.2722,18.2518
9730,5,1332,SA,F,3,9,56.3890,9.0659,17.0032
9731,5,1332,SA,F,3,7,61.4905,5.0103,17.7635
9732,5,1332,SA,F,3,12,58.6400,10.7620,15.1019
9733,5,1332,SA,F,3,10,58.6078,7.1099,21.0847
9734,5,1332,SA,F,3,4,62.1576,10.8288,14.9787
9735,5,1333,SA,M,6,6,43.6655,12.3454,16.7143
9736,5,1333,SA,M,6,3,42.1829,11.8786,13.4502
9737,5,1333,SA,M,6,2,40.7076,10.7834,14.3793
9738,5,1333,SA,M,6,8,45.3382,11.6266,19.5211
9739,5,1333,SA,M,6,1,41.9881,11.7547,15.2567
9740,5,1333,SA,M,6,9,43.2657,13.8108,14.3604
9741,5,1333,SA,M,6,7,45.1932,10.3065,17.0942
9742,5,1333,SA,M,6,12,51.7273,18.9096,11.5774
9743,5,1333,SA,M,6,10,35.6749,7.9289,12.6945
9744,5,1333,SA,M,6,4,45.7037,12.8669,19.8724
9745,5,1334,SA,M,2,6,48.8008,12.7629,17.8242
9746,5,1334,SA,M,2,3,49.3920,12.4615,16.9687
9747,5,1334,SA,M,2,2,47.8029,8.3654,14.8203
9748,5,1334,SA,M,2,8,48.9259,11.3686,20.5300
9749,5,1334,SA,M,2,1,45.0852,12.3099,17.7150
9750,5,1334,SA,M,2,9,56.1650,15.0359,18.1804
9751,5,1334,SA,M,2,7,51.9360,11.1271,16.8223
9752,5,1334,SA,M,2,12,58.3868,13.0717,14.8918
9753,5,1334,SA,M,2,10,41.4107,9.7154,15.7134
9754,5,1334,SA,M,2,4,46.4686,9.9127,18.0326
9755,5,1335,SA,F,5,6,47.9468,15.4246,18.0628
9756,5,1335,SA,F,5,3,48.5044,15.5078,17.5955
9757,5,1335,SA,F,5,2,53.6209,12.6991,19.6630
9758,5,1335,SA,F,5,8,49.5269,11.2529,20.3276
9759,5,1335,SA,F,5,1,46.2752,11.3036,16.6939
9760,5,1335,SA,F,5,9,55.7603,14.4194,17.8167
9761,5,1335,SA,F,5,7,52.8672,11.1909,20.7926
9762,5,1335,SA,F,5,12,58.6704,19.7658,16.9067
9763,5,1335,SA,F,5,10,49.9373,11.3613,20.2594
9764,5,1335,SA,F,5,4,45.4814,11.7961,16.5877
9765,5,1336,SA,F,5,6,59.0950,10.3699,19.2690
9766,5,1336,SA,F,5,3,57.2430,11.3490,18.4671
9767,5,1336,SA,F,5,2,58.7750,11.8625,17.7953
9768,5,1336,SA,F,5,8,52.7545,9.2084,20.0064
9769,5,1336,SA,F,5,1,58.2396,8.8030,19.7075
9770,5,1336,SA,F,5,9,58.8275,11.3698,17.5766
9771,5,1336,SA,F,5,7,64.7859,4.1833,17.2389
9772,5,1336,SA,F,5,12,64.6288,16.0857,15.4521
9773,5,1336,SA,F,5,10,59.8283,6.8043,19.2417
9774,5,1336,SA,F,5,4,55.9440,14.3939,17.6438
9775,5,1337,SA,F,2,6,61.2601,9.5888,20.3454
9776,5,1337,SA,F,2,3,63.2147,10.6829,15.1829
9777,5,1337,SA,F,2,2,60.9866,7.7257,18.2963
9778,5,1337,SA,F,2,8,54.0617,8.3038,21.7970
9779,5,1337,SA,F,2,1,58.6020,10.2495,20.9342
9780,5,1337,SA,F,2,9,64.4397,11.2741,19.1486
9781,5,1337,SA,F,2,7,64.1198,5.7227,17.2112
9782,5,1337,SA,F,2,12,67.0875,15.4550,16.6757
9783,5,1337,SA,F,2,10,59.1805,7.3606,20.4758
9784,5,1337,SA,F,2,4,63.8526,9.7058,16.5493
9785,5,1338,SA,M,2,6,53.3335,11.5046,18.4485
9786,5,1338,SA,M,2,3,50.9054,12.0633,16.9839
9787,5,1338,SA,M,2,2,26.7888,3.7422,6.6035
9788,5,1338,SA,M,2,8,49.7950,10.6158,19.5425
9789,5,1338,SA,M,2,1,48.9458,11.7593,18.3988
9790,5,1338,SA,M,2,9,55.5044,15.3650,18.0234
9791,5,1338,SA,M,2,7,51.4782,10.3309,19.3315
9792,5,1338,SA,M,2,12,60.1720,14.2307,15.6237
9793,5,1338,SA,M,2,10,41.1489,10.1218,15.3738
9794,5,1338,SA,M,2,4,60.3882,17.9934,15.1231
9795,5,1339,SA,M,2,6,45.5739,13.8837,17.4208
9796,5,1339,SA,M,2,3,49.3864,14.9799,16.2371
9797,5,1339,SA,M,2,2,38.4174,8.0249,11.0295
9798,5,1339,SA,M,2,8,44.1736,15.5310,17.7674
9799,5,1339,SA,M,2,1,42.1602,13.1656,16.9320
9800,5,1339,SA,M,2,9,50.8634,14.8240,16.2016
9801,5,1339,SA,M,2,7,46.8108,10.5243,18.4143
9802,5,1339,SA,M,2,12,57.2741,14.7454,12.9937
9803,5,1339,SA,M,2,10,35.0548,9.1467,13.5774
9804,5,1339,SA,M,2,4,61.7047,17.3631,15.7265
9805,5,1340,SA,F,2,6,56.9551,12.4324,18.8343
9806,5,1340,SA,F,2,3,57.8889,16.8185,16.3755
9807,5,1340,SA,F,2,2,60.1540,13.1288,17.8446
9808,5,1340,SA,F,2,8,58.3852,10.1823,19.9331
9809,5,1340,SA,F,2,1,55.3774,11.4207,19.1628
9810,5,1340,SA,F,2,9,53.2517,12.6112,17.8308
9811,5,1340,SA,F,2,7,62.1648,7.8923,16.8592
9812,5,1340,SA,F,2,12,62.4190,18.5672,14.5107
9813,5,1340,SA,F,2,10,56.0734,9.8080,18.6234
9814,5,1340,SA,F,2,4,59.2963,14.3609,17.2716
9815,5,1341,SA,F,2,6,60.0303,12.0636,17.0485
9816,5,1341,SA,F,2,3,61.4406,14.9443,16.4491
9817,5,1341,SA,F,2,2,64.2721,9.6606,17.9840
9818,5,1341,SA,F,2,8,57.9518,9.1223,20.6534
9819,5,1341,SA,F,2,1,58.3600,9.6248,20.5706
9820,5,1341,SA,F,2,9,63.6687,10.8385,17.0922
9821,5,1341,SA,F,2,7,63.6530,6.1641,18.3781
9822,5,1341,SA,F,2,12,64.1352,17.9696,14.7017
9823,5,1341,SA,F,2,10,61.7456,6.6905,18.8279
9824,5,1341,SA,F,2,4,62.7040,12.1554,19.7851
9825,5,1342,SA,M,2,6,52.1501,14.1642,20.6687
9826,5,1342,SA,M,2,3,54.1254,16.8328,16.5512
9827,5,1342,SA,M,2,2,51.3669,9.3699,17.9924
9828,5,1342,SA,M,2,8,53.1247,11.7501,22.7697
9829,5,1342,SA,M,2,1,53.5831,11.8030,21.3981
9830,5,1342,SA,M,2,9,51.8199,15.8750,17.0025
9831,5,1342,SA,M,2,7,51.0570,9.1430,19.7731
9832,5,1342,SA,M,2,12,61.2313,19.7498,16.5062
9833,5,1342,SA,M,2,10,38.2175,8.6048,16.1428
9834,5,1342,SA,M,2,4,31.0117,4.8354,8.9994
9835,5,1343,SA,F,2,6,55.5825,12.6637,19.2794
9836,5,1343,SA,F,2,3,60.5525,12.8935,16.8864
9837,5,1343,SA,F,2,2,60.2269,10.8976,19.5621
9838,5,1343,SA,F,2,1,58.4928,9.1470,21.5337
9839,5,1343,SA,F,2,9,58.7147,20.3532,18.1618
9840,5,1343,SA,F,2,7,62.7032,7.0052,17.5568
9841,5,1343,SA,F,2,12,57.5248,21.9113,16.6920
9842,5,1343,SA,F,2,10,59.9604,8.7047,19.9824
9843,5,1343,SA,F,2,4,57.6563,15.5567,17.9982
9844,5,1344,SA,M,2,6,50.3892,12.5321,18.0452
9845,5,1344,SA,M,2,3,53.5685,13.4435,19.5702
9846,5,1344,SA,M,2,2,52.6689,11.8530,17.5896
9847,5,1344,SA,M,2,8,51.0781,12.3112,20.3103
9848,5,1344,SA,M,2,1,45.1705,13.1681,18.7363
9849,5,1344,SA,M,2,9,57.3940,13.1409,20.1145
9850,5,1344,SA,M,2,7,55.2571,9.8555,18.9768
9851,5,1344,SA,M,2,12,55.5325,19.9407,12.8321
9852,5,1344,SA,M,2,10,46.9723,11.1026,18.3006
9853,5,1344,SA,M,2,4,52.0335,11.4987,16.2010
9854,5,1345,SA,M,1,6,56.9135,10.7467,17.4136
9855,5,1345,SA,M,1,3,62.6168,11.6830,15.3310
9856,5,1345,SA,M,1,2,63.4443,9.7113,17.2286
9857,5,1345,SA,M,1,8,57.2621,10.7788,20.7748
9858,5,1345,SA,M,1,1,54.4809,12.5027,20.2729
9859,5,1345,SA,M,1,9,63.1964,14.5096,16.1611
9860,5,1345,SA,M,1,7,58.5101,9.7729,18.8932
9861,5,1345,SA,M,1,12,60.9763,19.7502,16.3806
9862,5,1345,SA,M,1,10,53.4905,10.8118,20.7571
9863,5,1345,SA,M,1,4,58.9644,10.2156,16.5213
9864,5,1346,SA,M,1,6,53.6438,10.1023,18.6671
9865,5,1346,SA,M,1,3,60.5962,12.0205,17.8862
9866,5,1346,SA,M,1,2,61.8069,11.4796,18.5918
9867,5,1346,SA,M,1,8,55.6897,10.8946,20.6105
9868,5,1346,SA,M,1,1,50.7167,10.8347,20.2808
9869,5,1346,SA,M,1,9,59.2365,15.5629,16.5160
9870,5,1346,SA,M,1,7,56.6920,7.4965,18.7097
9871,5,1346,SA,M,1,12,57.9002,19.1112,16.1855
9872,5,1346,SA,M,1,10,50.3549,10.7878,19.6565
9873,5,1346,SA,M,1,4,58.8463,12.1292,18.4437
9874,5,1347,SA,F,2,6,59.9131,10.5962,19.3460
9875,5,1347,SA,F,2,3,63.0472,10.8927,16.1778
9876,5,1347,SA,F,2,2,64.8196,9.3776,17.7558
9877,5,1347,SA,F,2,8,58.2277,11.7781,20.2498
9878,5,1347,SA,F,2,1,64.8105,8.4881,19.3406
9879,5,1347,SA,F,2,9,54.8841,10.0382,16.0247
9880,5,1347,SA,F,2,7,65.6249,6.1022,18.7668
9881,5,1347,SA,F,2,12,65.7509,16.8090,16.5905
9882,5,1347,SA,F,2,10,64.6183,6.4894,18.1677
9883,5,1347,SA,F,2,4,60.2093,10.6259,17.5656
9884,5,1348,SA,F,1,6,59.5992,11.1255,19.0610
9885,5,1348,SA,F,1,3,64.8467,11.5384,15.1961
9886,5,1348,SA,F,1,2,64.4338,9.8876,19.2083
9887,5,1348,SA,F,1,8,57.7120,9.3723,21.2258
9888,5,1348,SA,F,1,1,59.2800,8.8299,20.9148
9889,5,1348,SA,F,1,9,65.7619,10.9503,18.3755
9890,5,1348,SA,F,1,7,62.3235,7.2929,18.8187
9891,5,1348,SA,F,1,12,62.4998,17.8486,16.0625
9892,5,1348,SA,F,1,10,59.1730,9.2387,18.7649
9893,5,1348,SA,F,1,4,63.8987,10.5862,18.7182
9894,5,1349,SA,F,4,6,61.4006,10.4647,16.6865
9895,5,1349,SA,F,4,3,61.5687,12.9741,15.9857
9896,5,1349,SA,F,4,2,63.2845,9.6044,18.2657
9897,5,1349,SA,F,4,8,60.3585,9.3361,18.9613
9898,5,1349,SA,F,4,1,60.4029,6.5649,18.2921
9899,5,1349,SA,F,4,9,65.6070,12.2516,19.3199
9900,5,1349,SA,F,4,7,63.9075,5.3557,17.9175
9901,5,1349,SA,F,4,12,62.3915,20.7482,16.0916
9902,5,1349,SA,F,4,10,59.7366,7.2503,18.5770
9903,5,1349,SA,F,4,4,57.1755,14.8807,14.4345
9904,6,1350,CA,M,4,1,62.0463,9.6599,16.6597
9905,6,1350,CA,M,4,2,55.5291,18.0278,12.7472
9906,6,1350,CA,M,4,6,57.4746,18.1581,13.5763
9907,6,1351,CA,F,3,1,62.9637,9.3589,15.8899
9908,6,1351,CA,F,3,2,67.4073,9.7028,12.7865
9909,6,1351,CA,F,3,6,61.6609,14.3285,13.0156
9910,6,1352,CA,M,3,1,55.4974,13.4050,17.0427
9911,6,1352,CA,M,3,2,55.9618,17.8060,13.0651
9912,6,1352,CA,M,3,6,51.3266,21.9023,12.0461
9913,6,1353,CA,F,5,1,67.5237,6.4905,17.8466
9914,6,1353,CA,F,5,2,59.2994,11.8191,15.9961
9915,6,1353,CA,F,5,6,56.1272,17.7850,12.7054
9916,6,1354,CA,F,4,1,58.1451,9.1719,19.9275
9917,6,1354,CA,F,4,2,60.8314,10.2426,15.3324
9918,6,1354,CA,F,4,6,55.8940,15.6815,16.6177
9919,6,1355,CA,F,5,1,56.8543,9.9162,18.9950
9920,6,1355,CA,F,5,2,57.1043,13.0203,18.1536
9921,6,1355,CA,F,5,6,60.5536,9.6884,15.8352
9922,6,1356,CA,F,5,1,61.5637,8.2186,18.9080
9923,6,1356,CA,F,5,2,61.5880,8.3396,14.2767
9924,6,1356,CA,F,5,6,61.5514,11.8039,14.1938
9925,6,1357,CA,F,5,1,63.2070,8.1825,17.6323
9926,6,1357,CA,F,5,2,58.2258,16.0437,13.5851
9927,6,1357,CA,F,5,6,58.3265,15.4172,14.6584
9928,6,1358,CA,F,4,1,55.9164,9.7035,21.0298
9929,6,1358,CA,F,4,2,61.2168,9.2584,18.6969
9930,6,1358,CA,F,4,6,59.4710,10.4628,18.6539
9931,6,1359,CA,F,4,1,64.5696,6.1106,18.5915
9932,6,1359,CA,F,4,2,64.4953,10.0150,16.8698
9933,6,1359,CA,F,4,6,55.8394,18.4741,15.4845
9934,6,1360,CA,F,2,1,66.8642,7.1526,15.4868
9935,6,1360,CA,F,2,2,63.5141,14.4376,12.7422
9936,6,1360,CA,F,2,6,61.6325,12.4967,15.7672
9937,6,1361,CA,F,2,1,61.5084,8.4869,19.2811
9938,6,1361,CA,F,2,2,65.4181,8.7580,15.4517
9939,6,1361,CA,F,2,6,58.0500,16.2461,15.6659
9940,6,1362,CA,F,3,1,63.5692,8.2455,19.5882
9941,6,1362,CA,F,3,2,64.4386,10.6965,15.1495
9942,6,1362,CA,F,3,6,61.5877,9.1816,16.3293
9943,6,1363,CA,F,3,1,62.6961,9.3727,14.6923
9944,6,1363,CA,F,3,2,52.8416,20.2254,11.1546
9945,6,1363,CA,F,3,6,54.5525,19.0365,13.3887
9946,6,1364,CA,M,3,1,63.8641,7.6209,13.3896
9947,6,1364,CA,M,3,2,61.6833,17.4896,12.7534
9948,6,1364,CA,M,3,6,60.2695,17.0813,13.2446
9949,6,1365,CA,M,4,1,55.1762,10.2773,17.9339
9950,6,1365,CA,M,4,2,53.1259,16.6352,14.6520
9951,6,1365,CA,M,4,6,50.5595,19.4303,12.9543
9952,6,1366,CA,F,4,1,57.0351,8.5445,20.1709
9953,6,1366,CA,F,4,2,66.2135,7.5360,13.9868
9954,6,1366,CA,F,4,6,64.6401,9.4648,14.4786
9955,6,1367,CA,M,4,1,61.3441,10.5173,17.0744
9956,6,1367,CA,M,4,2,62.1248,13.0981,14.8844
9957,6,1367,CA,M,4,6,59.7764,19.4312,15.1350
9958,6,1368,CA,F,2,1,67.8213,11.0884,14.3718
9959,6,1368,CA,F,2,2,67.9839,12.2138,11.4458
9960,6,1368,CA,F,2,6,66.1813,13.3426,13.9894
9961,6,1369,CA,F,4,1,64.7425,10.0013,18.2662
9962,6,1369,CA,F,4,2,66.4375,12.0446,18.3208
9963,6,1369,CA,F,4,6,63.5646,11.9067,16.0875
9964,6,1370,CA,F,5,1,58.6651,17.1998,15.7324
9965,6,1370,CA,F,5,2,58.9712,14.1169,14.9936
9966,6,1370,CA,F,5,6,59.6884,16.9270,14.2931
9967,6,1371,CA,F,3,1,69.0760,9.0378,17.6024
9968,6,1371,CA,F,3,2,64.8310,14.5641,15.4666
9969,6,1371,CA,F,3,6,62.2511,12.9952,16.0596
9970,6,1372,CA,M,5,1,62.3569,10.1219,18.6794
9971,6,1372,CA,M,5,2,57.7303,19.6340,18.4281
9972,6,1372,CA,M,5,6,62.7555,14.1762,20.5530
9973,6,1373,CA,F,2,1,67.2409,10.8255,17.8535
9974,6,1373,CA,F,2,2,63.8511,17.3205,15.3274
9975,6,1373,CA,F,2,6,61.5922,16.1273,16.6732
9976,6,1374,CA,F,2,1,67.7065,8.7464,18.1790
9977,6,1374,CA,F,2,2,70.8465,9.9021,15.4225
9978,6,1374,CA,F,2,6,63.4613,13.9309,16.1625
9979,6,1375,CA,F,3,1,67.6149,10.1930,18.7653
9980,6,1375,CA,F,3,2,65.8197,11.2766,17.8665
9981,6,1375,CA,F,3,6,62.8525,13.8743,17.9587
9982,6,1376,CA,M,3,1,67.7903,8.8096,17.9255
9983,6,1376,CA,M,3,2,62.8821,16.5062,13.9675
9984,6,1376,CA,M,3,6,64.2144,13.2241,19.0983
9985,7,1377,CA,F,,2,64.9935,12.9957,12.5833
9986,7,1377,CA,F,,2,66.2173,10.7692,14.1548
9987,7,1377,CA,F,,6,67.5510,9.6774,17.0193
9988,7,1377,CA,F,,4,61.9155,15.7407,11.5309
9989,7,1377,CA,F,,8,69.3658,7.4477,11.4362
9990,7,1377,CA,F,,8,70.4415,6.8365,14.1140
9991,7,1378,CA,F,,2,67.1815,7.7883,14.9680
9992,7,1378,CA,F,,2,67.4870,7.0238,15.4185
9993,7,1378,CA,F,,6,64.5060,10.0962,13.1477
9994,7,1378,CA,F,,4,62.5687,14.5690,12.4097
9995,7,1378,CA,F,,8,65.6708,6.9073,14.9785
9996,7,1378,CA,F,,8,66.2410,6.7240,15.5036
9997,7,1379,CA,F,,2,59.0708,16.3146,11.8324
9998,7,1379,CA,F,,2,57.6821,18.9122,9.8288
9999,7,1379,CA,F,,6,59.3029,17.1106,13.5076
10000,7,1379,CA,F,,4,56.3348,23.1249,13.4332
10001,7,1379,CA,F,,8,63.8568,12.2419,13.0805
10002,7,1379,CA,F,,8,63.2285,12.5508,14.9509
10003,7,1380,CA,F,,2,64.3103,11.4738,12.8420
10004,7,1380,CA,F,,2,64.0163,11.7654,12.2730
10005,7,1380,CA,F,,6,62.6305,10.3849,14.7334
10006,7,1380,CA,F,,4,59.9046,16.6350,13.7082
10007,7,1380,CA,F,,8,68.4380,5.7124,16.2676
10008,7,1380,CA,F,,8,66.5059,5.7999,17.2900
10009,7,1381,CA,F,,2,62.9886,11.7464,14.7500
10010,7,1381,CA,F,,2,62.8551,13.2651,15.7214
10011,7,1381,CA,F,,6,60.0480,13.1338,13.9477
10012,7,1381,CA,F,,4,59.8754,14.3158,15.9082
10013,7,1381,CA,F,,8,62.9858,9.0704,21.0455
10014,7,1381,CA,F,,8,63.1479,9.5265,20.4774
10015,7,1382,CA,F,,2,64.9072,11.7059,15.0100
10016,7,1382,CA,F,,2,63.9205,11.9046,16.4228
10017,7,1382,CA,F,,6,63.1095,13.8137,12.1181
10018,7,1382,CA,F,,4,59.2255,18.7946,13.8162
10019,7,1382,CA,F,,8,64.9958,10.1600,15.9278
10020,7,1382,CA,F,,8,64.7606,9.6409,15.2790
10021,7,1383,CA,F,,2,60.9470,13.1997,16.3510
10022,7,1383,CA,F,,2,58.6539,15.3488,12.1591
10023,7,1383,CA,F,,6,59.4164,17.0884,13.0939
10024,7,1383,CA,F,,4,56.5047,18.1544,13.5695
10025,7,1383,CA,F,,8,61.4347,8.6205,18.3509
10026,7,1383,CA,F,,8,62.0659,9.6264,17.3883
10027,7,1384,CA,F,,2,53.8851,20.5295,10.8383
10028,7,1384,CA,F,,2,56.8861,19.0671,10.7787
10029,7,1384,CA,F,,6,59.2614,17.8902,10.7049
10030,7,1384,CA,F,,4,58.1732,18.6321,11.3586
10031,7,1384,CA,F,,8,65.7878,8.9322,13.3003
10032,7,1384,CA,F,,8,65.6527,9.0758,12.3220
10033,7,1385,CA,F,,2,63.9040,12.1413,10.9084
10034,7,1385,CA,F,,2,64.3720,13.4771,9.8594
10035,7,1385,CA,F,,6,64.2703,12.6519,10.6366
10036,7,1385,CA,F,,4,61.6222,17.1451,13.4653
10037,7,1385,CA,F,,8,68.6412,6.0917,14.3022
10038,7,1385,CA,F,,8,65.9730,9.4715,13.2688
10039,7,1386,CA,F,,2,63.3167,14.0708,11.6785
10040,7,1386,CA,F,,2,60.1747,16.5383,10.5397
10041,7,1386,CA,F,,6,62.3891,15.1365,12.3743
10042,7,1386,CA,F,,4,61.2364,16.7153,11.5895
10043,7,1386,CA,F,,8,67.0382,7.5354,13.9298
10044,7,1386,CA,F,,8,65.4633,10.5540,12.2467
10045,7,1387,CA,F,,2,60.9404,16.0486,9.6109
10046,7,1387,CA,F,,2,62.7357,14.0503,13.7978
10047,7,1387,CA,F,,6,68.2483,9.7626,11.5502
10048,7,1387,CA,F,,4,65.0275,13.4416,11.8037
10049,7,1387,CA,F,,8,69.8497,6.4192,14.5436
10050,7,1387,CA,F,,8,67.2039,8.4875,14.1704
10051,7,1388,CA,F,,2,65.7887,10.7645,15.1073
10052,7,1388,CA,F,,2,64.2744,12.3329,14.0869
10053,7,1388,CA,F,,6,67.0156,9.5715,14.6334
10054,7,1388,CA,F,,4,66.4415,10.9597,17.0712
10055,7,1388,CA,F,,8,67.3558,6.0375,17.8427
10056,7,1388,CA,F,,8,67.7745,8.2522,19.0800
10057,7,1389,CA,F,,2,61.6912,13.3483,13.1792
10058,7,1389,CA,F,,2,63.1051,12.6311,11.8618
10059,7,1389,CA,F,,6,60.4443,13.1933,10.9587
10060,7,1389,CA,F,,4,63.3427,15.7878,12.2131
10061,7,1389,CA,F,,8,63.3009,5.2338,12.5436
10062,7,1389,CA,F,,8,68.0690,6.2094,13.7215
10063,7,1390,CA,F,,2,58.5037,17.2701,14.1978
10064,7,1390,CA,F,,2,60.5070,15.8188,15.3792
10065,7,1390,CA,F,,6,59.1524,18.6545,16.0703
10066,7,1390,CA,F,,4,55.0735,22.1142,13.6039
10067,7,1390,CA,F,,8,63.2961,9.9676,15.0537
10068,7,1390,CA,F,,8,63.8092,8.5456,15.9114
10069,7,1391,CA,F,,2,65.4780,10.7921,14.6744
10070,7,1391,CA,F,,2,63.0762,11.8191,15.7244
10071,7,1391,CA,F,,6,65.7689,10.9756,16.3967
10072,7,1391,CA,F,,4,64.4621,13.5103,13.9778
10073,7,1391,CA,F,,8,66.1676,5.8477,16.2828
10074,7,1391,CA,F,,8,66.3309,7.6485,16.3213
10075,7,1392,CA,F,,2,66.4621,9.6453,15.2670
10076,7,1392,CA,F,,2,64.6441,11.3957,14.9016
10077,7,1392,CA,F,,6,64.5767,12.1939,16.6887
10078,7,1392,CA,F,,4,64.4717,12.0141,12.4060
10079,7,1392,CA,F,,8,65.1451,7.6395,19.1069
10080,7,1392,CA,F,,8,65.9970,9.5817,21.8057
10081,7,1393,CA,F,,2,67.4933,8.1670,16.3464
10082,7,1393,CA,F,,2,63.8669,12.6722,15.4730
